Gene stable ID	Gene name	Protein stable ID
ENSDARG00000021855	arnt	ENSDARP00000028315
ENSDARG00000020581	otofb	ENSDARP00000041684
ENSDARG00000020581	otofb	ENSDARP00000123935
ENSDARG00000020581	otofb	ENSDARP00000123890
ENSDARG00000040190	qdpra	ENSDARP00000058788
ENSDARG00000055459	dlgap3	ENSDARP00000093925
ENSDARG00000093058	stmp1	ENSDARP00000134335
ENSDARG00000096614	si:dkey-182i3.10	ENSDARP00000126628
ENSDARG00000005320	nipsnap1	ENSDARP00000026717
ENSDARG00000006677	ripk1l	ENSDARP00000014604
ENSDARG00000042833	rffl	ENSDARP00000129236
ENSDARG00000042833	rffl	ENSDARP00000003302
ENSDARG00000102250	traj44	ENSDARP00000132486
ENSDARG00000058799	mybpha	
ENSDARG00000058799	mybpha	ENSDARP00000125046
ENSDARG00000058799	mybpha	ENSDARP00000124440
ENSDARG00000110275	traj35	ENSDARP00000133195
ENSDARG00000110275	traj35	ENSDARP00000156866
ENSDARG00000104132	traj28	ENSDARP00000137426
ENSDARG00000104132	traj28	ENSDARP00000139685
ENSDARG00000111335	traj18	ENSDARP00000139546
ENSDARG00000013240	sxph	ENSDARP00000005435
ENSDARG00000013240	sxph	ENSDARP00000128500
ENSDARG00000037406	wdr19	ENSDARP00000113684
ENSDARG00000037406	wdr19	ENSDARP00000154827
ENSDARG00000037406	wdr19	
ENSDARG00000037406	wdr19	ENSDARP00000114539
ENSDARG00000037406	wdr19	ENSDARP00000148862
ENSDARG00000037406	wdr19	ENSDARP00000149826
ENSDARG00000037406	wdr19	ENSDARP00000144815
ENSDARG00000107096		ENSDARP00000140724
ENSDARG00000045611	nfybb	ENSDARP00000127511
ENSDARG00000045611	nfybb	ENSDARP00000067071
ENSDARG00000036911	scamp1	
ENSDARG00000036911	scamp1	ENSDARP00000053595
ENSDARG00000088204	shisa8b	ENSDARP00000109153
ENSDARG00000088204	shisa8b	ENSDARP00000144812
ENSDARG00000088204	shisa8b	ENSDARP00000143717
ENSDARG00000102415	scinla	ENSDARP00000138611
ENSDARG00000056609	atad1b	ENSDARP00000156137
ENSDARG00000056609	atad1b	ENSDARP00000073585
ENSDARG00000063032	dok6	ENSDARP00000117671
ENSDARG00000063032	dok6	ENSDARP00000086168
ENSDARG00000063032	dok6	ENSDARP00000116166
ENSDARG00000075536	cpne1	
ENSDARG00000075536	cpne1	ENSDARP00000082086
ENSDARG00000075536	cpne1	ENSDARP00000140424
ENSDARG00000075536	cpne1	
ENSDARG00000075536	cpne1	ENSDARP00000094289
ENSDARG00000019791	prmt3	ENSDARP00000003829
ENSDARG00000019791	prmt3	ENSDARP00000153690
ENSDARG00000019791	prmt3	ENSDARP00000114018
ENSDARG00000019791	prmt3	ENSDARP00000151723
ENSDARG00000092961	ftr26	ENSDARP00000121319
ENSDARG00000099843	nedd4a	ENSDARP00000146135
ENSDARG00000099843	nedd4a	ENSDARP00000132840
ENSDARG00000062269	fan1	ENSDARP00000147160
ENSDARG00000062269	fan1	ENSDARP00000084286
ENSDARG00000096556	si:dkey-19f4.2	ENSDARP00000127043
ENSDARG00000041811	rps25	ENSDARP00000124711
ENSDARG00000041811	rps25	ENSDARP00000061273
ENSDARG00000015070	pola2	ENSDARP00000002618
ENSDARG00000096937	si:dkeyp-94h10.3	
ENSDARG00000103479	ptprfa	ENSDARP00000155993
ENSDARG00000103479	ptprfa	ENSDARP00000154553
ENSDARG00000103479	ptprfa	ENSDARP00000150663
ENSDARG00000103479	ptprfa	
ENSDARG00000103479	ptprfa	ENSDARP00000145646
ENSDARG00000103479	ptprfa	ENSDARP00000138975
ENSDARG00000103479	ptprfa	ENSDARP00000140769
ENSDARG00000103479	ptprfa	ENSDARP00000145445
ENSDARG00000115225	traj9	ENSDARP00000154588
ENSDARG00000041065	hspb1	ENSDARP00000126452
ENSDARG00000041065	hspb1	
ENSDARG00000041065	hspb1	ENSDARP00000060161
ENSDARG00000014137	picalmb	
ENSDARG00000014137	picalmb	ENSDARP00000144339
ENSDARG00000014137	picalmb	ENSDARP00000126689
ENSDARG00000014137	picalmb	
ENSDARG00000014137	picalmb	ENSDARP00000131752
ENSDARG00000014137	picalmb	
ENSDARG00000030157	mybpc2a	ENSDARP00000094233
ENSDARG00000030157	mybpc2a	ENSDARP00000132260
ENSDARG00000030157	mybpc2a	ENSDARP00000107798
ENSDARG00000089795	sertad4	ENSDARP00000111763
ENSDARG00000089795	sertad4	ENSDARP00000115183
ENSDARG00000041887	sf3a1	ENSDARP00000061377
ENSDARG00000041887	sf3a1	ENSDARP00000108576
ENSDARG00000041887	sf3a1	ENSDARP00000150615
ENSDARG00000041887	sf3a1	ENSDARP00000113481
ENSDARG00000045437	slc35b3	ENSDARP00000124140
ENSDARG00000045437	slc35b3	ENSDARP00000123775
ENSDARG00000045437	slc35b3	ENSDARP00000125087
ENSDARG00000034229	kcnip3a	
ENSDARG00000034229	kcnip3a	
ENSDARG00000034229	kcnip3a	
ENSDARG00000041295	lim2.5	ENSDARP00000124893
ENSDARG00000041295	lim2.5	ENSDARP00000150246
ENSDARG00000101393	si:dkey-31g6.6	ENSDARP00000137969
ENSDARG00000101393	si:dkey-31g6.6	ENSDARP00000140912
ENSDARG00000018973	clptm1	ENSDARP00000046647
ENSDARG00000101798	or94a1	ENSDARP00000138592
ENSDARG00000056480	cpvl	ENSDARP00000155724
ENSDARG00000056480	cpvl	
ENSDARG00000056480	cpvl	ENSDARP00000073441
ENSDARG00000077371	kcnk15	ENSDARP00000100231
ENSDARG00000077371	kcnk15	ENSDARP00000119440
ENSDARG00000094149	si:ch211-135l21.9	
ENSDARG00000017775	atp5mc3a	ENSDARP00000106777
ENSDARG00000017775	atp5mc3a	ENSDARP00000015997
ENSDARG00000017775	atp5mc3a	
ENSDARG00000008485	lrp3	ENSDARP00000023594
ENSDARG00000105098	dr1	ENSDARP00000141423
ENSDARG00000105098	dr1	ENSDARP00000135530
ENSDARG00000016260	fxr2	ENSDARP00000113332
ENSDARG00000016260	fxr2	ENSDARP00000142685
ENSDARG00000016260	fxr2	ENSDARP00000004667
ENSDARG00000056292	vsx1	ENSDARP00000073224
ENSDARG00000056292	vsx1	ENSDARP00000095102
ENSDARG00000094874	si:dkey-258f14.2	ENSDARP00000115730
ENSDARG00000051793	zgc:113426	ENSDARP00000153479
ENSDARG00000051793	zgc:113426	ENSDARP00000067963
ENSDARG00000105088	tenm4	ENSDARP00000146538
ENSDARG00000105088	tenm4	ENSDARP00000133111
ENSDARG00000105088	tenm4	ENSDARP00000132551
ENSDARG00000105088	tenm4	ENSDARP00000141772
ENSDARG00000105088	tenm4	ENSDARP00000156466
ENSDARG00000105088	tenm4	ENSDARP00000155205
ENSDARG00000105088	tenm4	ENSDARP00000136839
ENSDARG00000105088	tenm4	ENSDARP00000143765
ENSDARG00000070930	cart1	ENSDARP00000119187
ENSDARG00000021120	ndc1	ENSDARP00000016349
ENSDARG00000021120	ndc1	
ENSDARG00000079769	si:ch73-296e2.3	ENSDARP00000142054
ENSDARG00000105562	batf2	ENSDARP00000142863
ENSDARG00000105562	batf2	ENSDARP00000142835
ENSDARG00000112141	znf1169	ENSDARP00000135267
ENSDARG00000095754	si:dkey-234h16.7	ENSDARP00000137224
ENSDARG00000100731	slc27a2b	ENSDARP00000147216
ENSDARG00000100731	slc27a2b	ENSDARP00000080769
ENSDARG00000091127	klf15	ENSDARP00000107271
ENSDARG00000032714	gria1b	ENSDARP00000111368
ENSDARG00000032714	gria1b	ENSDARP00000112822
ENSDARG00000032714	gria1b	ENSDARP00000044734
ENSDARG00000062828	si:ch73-171o20.1	ENSDARP00000139527
ENSDARG00000062828	si:ch73-171o20.1	ENSDARP00000147654
ENSDARG00000100900	si:ch211-183d5.2	ENSDARP00000142441
ENSDARG00000042933	bloc1s6	ENSDARP00000122569
ENSDARG00000035333	mis18a	ENSDARP00000051197
ENSDARG00000069833	rhbdl2	ENSDARP00000143286
ENSDARG00000069833	rhbdl2	ENSDARP00000123618
ENSDARG00000069833	rhbdl2	ENSDARP00000092728
ENSDARG00000069833	rhbdl2	ENSDARP00000147452
ENSDARG00000069833	rhbdl2	ENSDARP00000058470
ENSDARG00000087375	zgc:66473	ENSDARP00000107180
ENSDARG00000092454	si:dkey-14o1.19	
ENSDARG00000092696	cyp11a1.2	ENSDARP00000116539
ENSDARG00000092696	cyp11a1.2	ENSDARP00000157140
ENSDARG00000062820	irgf3	ENSDARP00000085670
ENSDARG00000004561	prkcg	ENSDARP00000123279
ENSDARG00000102796	garre1	ENSDARP00000138451
ENSDARG00000057556	rpl17	ENSDARP00000145162
ENSDARG00000057556	rpl17	ENSDARP00000113553
ENSDARG00000057556	rpl17	ENSDARP00000115184
ENSDARG00000057556	rpl17	ENSDARP00000122841
ENSDARG00000057556	rpl17	
ENSDARG00000057556	rpl17	ENSDARP00000119756
ENSDARG00000075299	prxl2c	ENSDARP00000146627
ENSDARG00000075299	prxl2c	ENSDARP00000131137
ENSDARG00000075299	prxl2c	ENSDARP00000104126
ENSDARG00000103424	si:dkey-13m3.2	ENSDARP00000133782
ENSDARG00000098039	si:ch211-207m2.1	
ENSDARG00000052782	glrba	ENSDARP00000093565
ENSDARG00000100481	smg6	ENSDARP00000140752
ENSDARG00000104417	si:dkey-33g13.4	
ENSDARG00000010096	slc1a6	ENSDARP00000143703
ENSDARG00000010096	slc1a6	ENSDARP00000017590
ENSDARG00000092074	hcst	ENSDARP00000114360
ENSDARG00000105201	adcyap1r1a	ENSDARP00000131979
ENSDARG00000105201	adcyap1r1a	ENSDARP00000135832
ENSDARG00000105201	adcyap1r1a	ENSDARP00000135316
ENSDARG00000105201	adcyap1r1a	ENSDARP00000138228
ENSDARG00000001712	s100p	ENSDARP00000052697
ENSDARG00000001712	s100p	ENSDARP00000129916
ENSDARG00000037071	rps26	ENSDARP00000105770
ENSDARG00000016399	riok1	ENSDARP00000022653
ENSDARG00000016399	riok1	ENSDARP00000127585
ENSDARG00000041071	jagn1a	ENSDARP00000060173
ENSDARG00000039969	akirin1	ENSDARP00000104170
ENSDARG00000039969	akirin1	ENSDARP00000058471
ENSDARG00000022438	cox6a1	ENSDARP00000038172
ENSDARG00000022438	cox6a1	
ENSDARG00000069281	pimr109	ENSDARP00000123310
ENSDARG00000110216	si:rp71-84d9.5	ENSDARP00000128172
ENSDARG00000063126	gusb	ENSDARP00000086365
ENSDARG00000040925	wnt10b	ENSDARP00000059973
ENSDARG00000101199	rbp4	ENSDARP00000140124
ENSDARG00000101199	rbp4	
ENSDARG00000101199	rbp4	ENSDARP00000141692
ENSDARG00000096778	si:dkey-14a7.6	
ENSDARG00000097142	si:dkey-181c1.7	
ENSDARG00000036687	bcl9	ENSDARP00000152762
ENSDARG00000036687	bcl9	ENSDARP00000053283
ENSDARG00000036687	bcl9	ENSDARP00000104216
ENSDARG00000098230	si:dkey-1b17.4	
ENSDARG00000098230	si:dkey-1b17.4	
ENSDARG00000034777	txn2	ENSDARP00000046994
ENSDARG00000005230	ssr2	ENSDARP00000123966
ENSDARG00000005230	ssr2	ENSDARP00000133134
ENSDARG00000005230	ssr2	ENSDARP00000124316
ENSDARG00000057644	adam8b	ENSDARP00000124311
ENSDARG00000057644	adam8b	ENSDARP00000066470
ENSDARG00000021184	rbfox1l	ENSDARP00000016637
ENSDARG00000021184	rbfox1l	
ENSDARG00000070571	inavab	ENSDARP00000082173
ENSDARG00000070571	inavab	ENSDARP00000121381
ENSDARG00000024815	ogfr2	ENSDARP00000029333
ENSDARG00000024815	ogfr2	
ENSDARG00000024815	ogfr2	
ENSDARG00000109370	h2bc1	ENSDARP00000129172
ENSDARG00000077227	fbxl6	ENSDARP00000104293
ENSDARG00000028222	itgb8	ENSDARP00000117882
ENSDARG00000028222	itgb8	ENSDARP00000152742
ENSDARG00000016835	tcirg1a	ENSDARP00000114268
ENSDARG00000016835	tcirg1a	ENSDARP00000150591
ENSDARG00000055066	zdhhc20a	ENSDARP00000071840
ENSDARG00000079105	mhc2dab	ENSDARP00000100252
ENSDARG00000027087	tgfb2	ENSDARP00000123937
ENSDARG00000070461	cdin1	ENSDARP00000094210
ENSDARG00000070461	cdin1	ENSDARP00000128826
ENSDARG00000095175	si:dkey-78l4.12	ENSDARP00000116376
ENSDARG00000095175	si:dkey-78l4.12	ENSDARP00000113689
ENSDARG00000074829	rasip1	ENSDARP00000128128
ENSDARG00000074829	rasip1	ENSDARP00000097515
ENSDARG00000004937	skp2	ENSDARP00000120703
ENSDARG00000004937	skp2	ENSDARP00000114755
ENSDARG00000004937	skp2	ENSDARP00000092527
ENSDARG00000004937	skp2	
ENSDARG00000004937	skp2	ENSDARP00000123198
ENSDARG00000094366	si:dkey-260g12.1	ENSDARP00000117346
ENSDARG00000008784	prpf4ba	ENSDARP00000155549
ENSDARG00000008784	prpf4ba	ENSDARP00000089604
ENSDARG00000070546	msgn1	ENSDARP00000094435
ENSDARG00000093154	pimr83	ENSDARP00000121884
ENSDARG00000098894	si:dkeyp-114g10.2	
ENSDARG00000076056	iyd	ENSDARP00000101952
ENSDARG00000091304	card19	ENSDARP00000146969
ENSDARG00000091304	card19	ENSDARP00000107905
ENSDARG00000091304	card19	
ENSDARG00000095318	si:dkey-19a16.9	
ENSDARG00000105465	si:ch211-163m17.5	
ENSDARG00000105465	si:ch211-163m17.5	
ENSDARG00000105465	si:ch211-163m17.5	
ENSDARG00000096021	si:dkey-11p23.12	
ENSDARG00000069321	fam169b	ENSDARP00000118471
ENSDARG00000026325	mmp11a	ENSDARP00000071747
ENSDARG00000105200	si:dkeyp-13d12.19	ENSDARP00000140247
ENSDARG00000105397	si:dkey-23a13.8	ENSDARP00000142583
ENSDARG00000040463	slc25a51b	ENSDARP00000131320
ENSDARG00000039979	tecrl2b	ENSDARP00000117220
ENSDARG00000039979	tecrl2b	ENSDARP00000014240
ENSDARG00000071727	eef1a1l3	ENSDARP00000097050
ENSDARG00000099883	si:ch211-13a5.2	
ENSDARG00000099883	si:ch211-13a5.2	
ENSDARG00000069995	dpy19l1l	ENSDARP00000002507
ENSDARG00000087743	si:dkey-156k2.8	ENSDARP00000115062
ENSDARG00000059388	bdh1	ENSDARP00000119870
ENSDARG00000031911	tns3.2	ENSDARP00000147313
ENSDARG00000031911	tns3.2	ENSDARP00000114377
ENSDARG00000031911	tns3.2	ENSDARP00000121587
ENSDARG00000031911	tns3.2	ENSDARP00000123245
ENSDARG00000006332	snx14	ENSDARP00000095495
ENSDARG00000006332	snx14	ENSDARP00000119620
ENSDARG00000006332	snx14	ENSDARP00000015158
ENSDARG00000006332	snx14	
ENSDARG00000113005	si:dkey-47k16.4	ENSDARP00000141921
ENSDARG00000025808	taf5l	ENSDARP00000038258
ENSDARG00000025808	taf5l	
ENSDARG00000076843	si:dkey-174i8.1	ENSDARP00000100054
ENSDARG00000111100	pimr155	ENSDARP00000139291
ENSDARG00000111100	pimr155	ENSDARP00000121400
ENSDARG00000030479	hmgb1b	ENSDARP00000128261
ENSDARG00000030479	hmgb1b	ENSDARP00000128993
ENSDARG00000030479	hmgb1b	
ENSDARG00000030479	hmgb1b	ENSDARP00000129766
ENSDARG00000030479	hmgb1b	ENSDARP00000129778
ENSDARG00000002249	tbxas1	ENSDARP00000121308
ENSDARG00000005221	desmb	
ENSDARG00000005221	desmb	
ENSDARG00000005221	desmb	ENSDARP00000065355
ENSDARG00000008022	kif18a	ENSDARP00000121901
ENSDARG00000008022	kif18a	ENSDARP00000156591
ENSDARG00000008022	kif18a	ENSDARP00000022797
ENSDARG00000094312	ndufa9b	ENSDARP00000121163
ENSDARG00000094312	ndufa9b	ENSDARP00000152975
ENSDARG00000062781	glsl	ENSDARP00000085565
ENSDARG00000062781	glsl	ENSDARP00000129401
ENSDARG00000062781	glsl	ENSDARP00000129844
ENSDARG00000061208	rab40c	ENSDARP00000081481
ENSDARG00000093905	si:dkeyp-73d8.13	
ENSDARG00000105197	si:dkey-88n2.1	
ENSDARG00000073781	si:dkey-17e16.9	ENSDARP00000113298
ENSDARG00000093007	mphosph6	ENSDARP00000066986
ENSDARG00000060308	urb1	ENSDARP00000135509
ENSDARG00000060308	urb1	ENSDARP00000103108
ENSDARG00000060308	urb1	ENSDARP00000154940
ENSDARG00000077404	ncoa3	ENSDARP00000102117
ENSDARG00000077404	ncoa3	ENSDARP00000142017
ENSDARG00000000651	osgepl1	ENSDARP00000001156
ENSDARG00000061177	mov10b.1	ENSDARP00000081380
ENSDARG00000028507	itgb4	
ENSDARG00000028507	itgb4	
ENSDARG00000028507	itgb4	ENSDARP00000031533
ENSDARG00000038608	sdhc	ENSDARP00000122487
ENSDARG00000038608	sdhc	
ENSDARG00000038608	sdhc	ENSDARP00000121444
ENSDARG00000002791	atp1a1a.1	
ENSDARG00000002791	atp1a1a.1	
ENSDARG00000002791	atp1a1a.1	ENSDARP00000075490
ENSDARG00000002791	atp1a1a.1	
ENSDARG00000002791	atp1a1a.1	
ENSDARG00000002791	atp1a1a.1	
ENSDARG00000025043	trip13	ENSDARP00000124863
ENSDARG00000025043	trip13	ENSDARP00000049098
ENSDARG00000025043	trip13	ENSDARP00000124487
ENSDARG00000095873	si:ch1073-468o21.1	
ENSDARG00000062794	trim36	ENSDARP00000126165
ENSDARG00000062794	trim36	ENSDARP00000125739
ENSDARG00000062794	trim36	ENSDARP00000085610
ENSDARG00000062794	trim36	ENSDARP00000125921
ENSDARG00000062794	trim36	ENSDARP00000110289
ENSDARG00000062794	trim36	
ENSDARG00000100312	hoxa13a	ENSDARP00000135830
ENSDARG00000094171	lrp1ba	ENSDARP00000121953
ENSDARG00000094171	lrp1ba	ENSDARP00000154554
ENSDARG00000086553	nlrc3l1	ENSDARP00000148324
ENSDARG00000086553	nlrc3l1	ENSDARP00000122119
ENSDARG00000032496	pon1	ENSDARP00000015826
ENSDARG00000093852	si:dkey-19a16.1	ENSDARP00000112706
ENSDARG00000097262	si:ch211-255f14.2	
ENSDARG00000097909	si:dkey-195m11.11	ENSDARP00000129753
ENSDARG00000005840	got2b	ENSDARP00000024560
ENSDARG00000005840	got2b	
ENSDARG00000035074	rtel1	ENSDARP00000105420
ENSDARG00000086158	ccbe1	ENSDARP00000106577
ENSDARG00000086158	ccbe1	ENSDARP00000138266
ENSDARG00000019492	shbg	ENSDARP00000020485
ENSDARG00000016936	hmcn1	ENSDARP00000005919
ENSDARG00000016936	hmcn1	ENSDARP00000127329
ENSDARG00000016936	hmcn1	ENSDARP00000119972
ENSDARG00000009738	cacnb4a	ENSDARP00000022331
ENSDARG00000009738	cacnb4a	ENSDARP00000119670
ENSDARG00000009738	cacnb4a	ENSDARP00000107502
ENSDARG00000045801	fbxl14b	ENSDARP00000067321
ENSDARG00000076790	crygm2d16	
ENSDARG00000076790	crygm2d16	ENSDARP00000099283
ENSDARG00000034165	lingo1a	ENSDARP00000124225
ENSDARG00000034165	lingo1a	ENSDARP00000041819
ENSDARG00000092714	si:ch211-266a5.12	ENSDARP00000114295
ENSDARG00000090116	znf1136	ENSDARP00000119882
ENSDARG00000090116	znf1136	ENSDARP00000126410
ENSDARG00000041007	si:ch211-133d24.25	
ENSDARG00000041007	si:ch211-133d24.25	
ENSDARG00000096463	si:dkeyp-82h4.1	
ENSDARG00000096463	si:dkeyp-82h4.1	ENSDARP00000126476
ENSDARG00000008790	actr3b	ENSDARP00000045149
ENSDARG00000008790	actr3b	ENSDARP00000137724
ENSDARG00000099365	evx1	ENSDARP00000133433
ENSDARG00000036065	mgat1b	ENSDARP00000094716
ENSDARG00000036065	mgat1b	ENSDARP00000145820
ENSDARG00000095200	si:ch211-197e7.1	ENSDARP00000154944
ENSDARG00000095200	si:ch211-197e7.1	ENSDARP00000125288
ENSDARG00000095200	si:ch211-197e7.1	ENSDARP00000153095
ENSDARG00000100508	ubn2b	ENSDARP00000140343
ENSDARG00000100508	ubn2b	ENSDARP00000146730
ENSDARG00000044809	fpgs	ENSDARP00000118992
ENSDARG00000044809	fpgs	
ENSDARG00000044809	fpgs	ENSDARP00000065857
ENSDARG00000091609	spink4	ENSDARP00000106946
ENSDARG00000043485	si:ch211-22i13.2	ENSDARP00000127061
ENSDARG00000043485	si:ch211-22i13.2	ENSDARP00000063838
ENSDARG00000061560	stim1b	ENSDARP00000131780
ENSDARG00000061560	stim1b	ENSDARP00000121917
ENSDARG00000104307	hoxa1a	ENSDARP00000133272
ENSDARG00000104307	hoxa1a	ENSDARP00000133812
ENSDARG00000015292	ube2g1a	ENSDARP00000016596
ENSDARG00000060788	lrrc14b	ENSDARP00000080475
ENSDARG00000002467	rdh14b	ENSDARP00000014422
ENSDARG00000038955	pimr68	ENSDARP00000119048
ENSDARG00000071456	crp7	ENSDARP00000155369
ENSDARG00000071456	crp7	ENSDARP00000101055
ENSDARG00000032098	c8g	ENSDARP00000048822
ENSDARG00000028912	si:dkey-10h3.2	ENSDARP00000115761
ENSDARG00000059235	zgc:113274	ENSDARP00000134533
ENSDARG00000059235	zgc:113274	ENSDARP00000076732
ENSDARG00000059235	zgc:113274	ENSDARP00000115677
ENSDARG00000105532	znf16l	ENSDARP00000142953
ENSDARG00000105532	znf16l	ENSDARP00000142669
ENSDARG00000002394	ugt5d1	ENSDARP00000123013
ENSDARG00000059781	atcayb	ENSDARP00000156027
ENSDARG00000059781	atcayb	ENSDARP00000148996
ENSDARG00000059781	atcayb	ENSDARP00000077905
ENSDARG00000059781	atcayb	ENSDARP00000133746
ENSDARG00000105069	si:rp71-81e14.5	
ENSDARG00000053630	itln4	ENSDARP00000151073
ENSDARG00000053630	itln4	ENSDARP00000142906
ENSDARG00000053630	itln4	ENSDARP00000070650
ENSDARG00000018006	vrk1	
ENSDARG00000018006	vrk1	ENSDARP00000045990
ENSDARG00000101145	lipeb	ENSDARP00000138035
ENSDARG00000101145	lipeb	ENSDARP00000143511
ENSDARG00000104398	si:ch73-343g19.4	ENSDARP00000131841
ENSDARG00000093569	bckdhbl	ENSDARP00000123494
ENSDARG00000093569	bckdhbl	ENSDARP00000114526
ENSDARG00000093569	bckdhbl	ENSDARP00000129334
ENSDARG00000093569	bckdhbl	ENSDARP00000128974
ENSDARG00000011537	ugt2a5	ENSDARP00000138130
ENSDARG00000011537	ugt2a5	ENSDARP00000022219
ENSDARG00000011537	ugt2a5	ENSDARP00000144749
ENSDARG00000031387	cers4a	ENSDARP00000042193
ENSDARG00000070774	irgf1	ENSDARP00000151119
ENSDARG00000070774	irgf1	ENSDARP00000116407
ENSDARG00000062472	sin3b	ENSDARP00000084804
ENSDARG00000092249	irgf2	ENSDARP00000120149
ENSDARG00000054975	cxcr2	ENSDARP00000071727
ENSDARG00000063451	ccdc13	ENSDARP00000087195
ENSDARG00000063451	ccdc13	ENSDARP00000124394
ENSDARG00000099773	olfcg4	ENSDARP00000137408
ENSDARG00000023479	lrp13a	ENSDARP00000120558
ENSDARG00000023479	lrp13a	ENSDARP00000116322
ENSDARG00000023479	lrp13a	
ENSDARG00000023479	lrp13a	
ENSDARG00000035540	brwd3	ENSDARP00000114236
ENSDARG00000035540	brwd3	ENSDARP00000027753
ENSDARG00000095199	si:ch211-13o20.1	
ENSDARG00000058022	ormdl2	ENSDARP00000147132
ENSDARG00000058022	ormdl2	ENSDARP00000120650
ENSDARG00000035507	ddx31	ENSDARP00000147764
ENSDARG00000035507	ddx31	ENSDARP00000119101
ENSDARG00000035507	ddx31	ENSDARP00000123604
ENSDARG00000104854	olfcg3	ENSDARP00000130195
ENSDARG00000104854	olfcg3	ENSDARP00000132226
ENSDARG00000055837	arhgef1	ENSDARP00000120441
ENSDARG00000074617	wfs1b	ENSDARP00000124957
ENSDARG00000088867	si:ch211-135n15.1	ENSDARP00000129084
ENSDARG00000096528	zgc:174928	ENSDARP00000155888
ENSDARG00000096528	zgc:174928	ENSDARP00000126981
ENSDARG00000053884	med13a	ENSDARP00000152677
ENSDARG00000053884	med13a	ENSDARP00000083285
ENSDARG00000053884	med13a	ENSDARP00000119911
ENSDARG00000028066	diras1a	ENSDARP00000038292
ENSDARG00000044924	gdf11	ENSDARP00000066032
ENSDARG00000103941	si:ch73-343g19.6	
ENSDARG00000031930	erc1b	ENSDARP00000122659
ENSDARG00000031930	erc1b	ENSDARP00000118623
ENSDARG00000101009	cited4b	ENSDARP00000148949
ENSDARG00000101009	cited4b	ENSDARP00000137672
ENSDARG00000101009	cited4b	ENSDARP00000130899
ENSDARG00000023645	kyat1	ENSDARP00000148599
ENSDARG00000023645	kyat1	ENSDARP00000114160
ENSDARG00000023645	kyat1	ENSDARP00000154769
ENSDARG00000023645	kyat1	ENSDARP00000019368
ENSDARG00000023645	kyat1	
ENSDARG00000023645	kyat1	ENSDARP00000122221
ENSDARG00000026871	uchl1	
ENSDARG00000026871	uchl1	ENSDARP00000034536
ENSDARG00000094410	si:dkey-4c15.14	
ENSDARG00000094410	si:dkey-4c15.14	
ENSDARG00000094410	si:dkey-4c15.14	
ENSDARG00000094410	si:dkey-4c15.14	
ENSDARG00000105171	si:ch211-130l20.1	
ENSDARG00000008457	faah2a	ENSDARP00000124203
ENSDARG00000008457	faah2a	ENSDARP00000037509
ENSDARG00000056680	stc2a	ENSDARP00000073671
ENSDARG00000056680	stc2a	
ENSDARG00000062146	larp4b	ENSDARP00000083939
ENSDARG00000035427	surf6	ENSDARP00000051343
ENSDARG00000035427	surf6	ENSDARP00000121048
ENSDARG00000075456	pik3ca	ENSDARP00000148626
ENSDARG00000075456	pik3ca	ENSDARP00000103176
ENSDARG00000075456	pik3ca	ENSDARP00000138914
ENSDARG00000039501	ugt2a5	ENSDARP00000112304
ENSDARG00000039501	ugt2a5	ENSDARP00000068153
ENSDARG00000030156	naglu	ENSDARP00000048045
ENSDARG00000031420	wt1a	ENSDARP00000029174
ENSDARG00000090889	lect2.2	ENSDARP00000154381
ENSDARG00000090889	lect2.2	
ENSDARG00000090889	lect2.2	ENSDARP00000109049
ENSDARG00000061864	hdlbpb	
ENSDARG00000061864	hdlbpb	ENSDARP00000144455
ENSDARG00000061864	hdlbpb	
ENSDARG00000061864	hdlbpb	ENSDARP00000127252
ENSDARG00000040465	irf2b	ENSDARP00000130583
ENSDARG00000040465	irf2b	
ENSDARG00000040465	irf2b	ENSDARP00000059229
ENSDARG00000019406	zgc:63470	ENSDARP00000126646
ENSDARG00000009657	fgfr1op2	ENSDARP00000005747
ENSDARG00000009657	fgfr1op2	
ENSDARG00000028088	galk1	ENSDARP00000037286
ENSDARG00000103130		
ENSDARG00000103130		
ENSDARG00000096619	si:ch211-1f22.10	ENSDARP00000127045
ENSDARG00000097332	si:ch73-195j15.1	
ENSDARG00000056498	crp5	ENSDARP00000073460
ENSDARG00000056498	crp5	ENSDARP00000113177
ENSDARG00000041203	drap1	
ENSDARG00000041203	drap1	
ENSDARG00000041203	drap1	ENSDARP00000060398
ENSDARG00000009885	sult3st1	ENSDARP00000122253
ENSDARG00000044875	crygm2e	ENSDARP00000065955
ENSDARG00000044875	crygm2e	ENSDARP00000113237
ENSDARG00000074552	ndufs7	ENSDARP00000098301
ENSDARG00000074552	ndufs7	ENSDARP00000135731
ENSDARG00000074552	ndufs7	
ENSDARG00000004953	mxb	
ENSDARG00000004953	mxb	ENSDARP00000100431
ENSDARG00000004953	mxb	ENSDARP00000128925
ENSDARG00000004953	mxb	
ENSDARG00000022045	map1ab	ENSDARP00000149796
ENSDARG00000022045	map1ab	ENSDARP00000152317
ENSDARG00000022045	map1ab	ENSDARP00000128209
ENSDARG00000022045	map1ab	ENSDARP00000155552
ENSDARG00000022045	map1ab	ENSDARP00000154882
ENSDARG00000022045	map1ab	ENSDARP00000127734
ENSDARG00000092802	si:ch211-187f22.2	
ENSDARG00000092802	si:ch211-187f22.2	
