Gene stable ID	Gene name	Protein stable ID
ENSDARG00000111273		ENSDARP00000144732
ENSDARG00000098772	gig2d	ENSDARP00000138210
ENSDARG00000112573	dpm1	ENSDARP00000150755
ENSDARG00000093487	si:dkey-217f16.2	ENSDARP00000147697
ENSDARG00000113193		ENSDARP00000157664
ENSDARG00000113193		ENSDARP00000154594
ENSDARG00000112270		ENSDARP00000138429
ENSDARG00000114997	zgc:174888	ENSDARP00000157279
ENSDARG00000079790	plpp1l	ENSDARP00000048497
ENSDARG00000079790	plpp1l	ENSDARP00000146279
ENSDARG00000092849	si:ch73-92e7.4	ENSDARP00000156388
ENSDARG00000092849	si:ch73-92e7.4	ENSDARP00000143607
ENSDARG00000103981	bhlha9	ENSDARP00000133232
ENSDARG00000043357	tbl2	ENSDARP00000063641
ENSDARG00000110234		ENSDARP00000155629
ENSDARG00000102680		ENSDARP00000137441
ENSDARG00000113771	grik2	ENSDARP00000152462
ENSDARG00000113771	grik2	ENSDARP00000149888
ENSDARG00000111687		ENSDARP00000145196
ENSDARG00000111687		ENSDARP00000154514
ENSDARG00000115488	zgc:153157	ENSDARP00000152320
ENSDARG00000078761	rmdn2	ENSDARP00000103159
ENSDARG00000114416		ENSDARP00000153372
ENSDARG00000114416		ENSDARP00000153683
ENSDARG00000109819		ENSDARP00000148434
ENSDARG00000112861	rassf4b	ENSDARP00000145202
ENSDARG00000116027		ENSDARP00000157605
ENSDARG00000058857	zgc:112052	ENSDARP00000076250
ENSDARG00000116551	crygs4	ENSDARP00000132501
ENSDARG00000116551	crygs4	ENSDARP00000146020
ENSDARG00000106808		ENSDARP00000143754
ENSDARG00000113783		ENSDARP00000102973
ENSDARG00000059387	fgf7	ENSDARP00000122453
ENSDARG00000062758		ENSDARP00000085529
ENSDARG00000115902	lnpa	ENSDARP00000139167
ENSDARG00000112998		ENSDARP00000157489
ENSDARG00000114670		ENSDARP00000146732
ENSDARG00000099404		ENSDARP00000131957
ENSDARG00000034207	gjc4a.1	ENSDARP00000126318
ENSDARG00000034207	gjc4a.1	ENSDARP00000044518
ENSDARG00000034207	gjc4a.1	ENSDARP00000041369
ENSDARG00000114590		ENSDARP00000148983
ENSDARG00000114590		ENSDARP00000145948
ENSDARG00000069726	glis3	ENSDARP00000118619
ENSDARG00000069726	glis3	ENSDARP00000138805
ENSDARG00000052899		ENSDARP00000069325
ENSDARG00000102791	zgc:174704	ENSDARP00000129160
ENSDARG00000103102		ENSDARP00000135674
ENSDARG00000102561		ENSDARP00000130542
ENSDARG00000088672	zmp:0000000936	ENSDARP00000105440
ENSDARG00000088222	fam78ab	ENSDARP00000108315
ENSDARG00000114051		ENSDARP00000146061
ENSDARG00000114051		ENSDARP00000148101
ENSDARG00000114051		ENSDARP00000145395
ENSDARG00000105181		ENSDARP00000156441
ENSDARG00000099116	nagk	ENSDARP00000138895
ENSDARG00000099116	nagk	ENSDARP00000130309
ENSDARG00000112581		ENSDARP00000152228
ENSDARG00000037640	aurkb	ENSDARP00000054822
ENSDARG00000110497	sox19a	ENSDARP00000019070
ENSDARG00000110497	sox19a	ENSDARP00000151033
ENSDARG00000116680	zgc:56235	ENSDARP00000149044
ENSDARG00000114889	hnrnpa0l	ENSDARP00000154805
ENSDARG00000033861	sepsecs	ENSDARP00000042491
ENSDARG00000115084		ENSDARP00000149474
ENSDARG00000115084		ENSDARP00000156557
ENSDARG00000113313		ENSDARP00000155841
ENSDARG00000091321		ENSDARP00000108179
ENSDARG00000102660		ENSDARP00000139446
ENSDARG00000101039	zdhhc15a	ENSDARP00000131560
ENSDARG00000112775		ENSDARP00000156624
ENSDARG00000112775		ENSDARP00000149867
ENSDARG00000112775		ENSDARP00000156255
ENSDARG00000112775		ENSDARP00000144661
ENSDARG00000112775		ENSDARP00000157658
ENSDARG00000112775		ENSDARP00000156189
ENSDARG00000105231	kmt5aa	ENSDARP00000140543
ENSDARG00000116244		ENSDARP00000147210
ENSDARG00000113054	faub	ENSDARP00000146256
ENSDARG00000113765		ENSDARP00000154224
ENSDARG00000112090		ENSDARP00000154090
ENSDARG00000035699	srp19	ENSDARP00000051775
ENSDARG00000115520	eif4ea	ENSDARP00000156965
ENSDARG00000115148		ENSDARP00000147996
ENSDARG00000115148		ENSDARP00000145150
ENSDARG00000058869		ENSDARP00000076241
ENSDARG00000111110		ENSDARP00000146692
ENSDARG00000114023		ENSDARP00000147549
ENSDARG00000115062		ENSDARP00000149042
ENSDARG00000115062		ENSDARP00000044077
ENSDARG00000109937		ENSDARP00000146296
ENSDARG00000104653	btbd2b	ENSDARP00000144793
ENSDARG00000104653	btbd2b	ENSDARP00000130005
ENSDARG00000101762	fah	ENSDARP00000149145
ENSDARG00000101762	fah	ENSDARP00000136083
ENSDARG00000112192	cand2	ENSDARP00000157110
ENSDARG00000114721		ENSDARP00000056385
ENSDARG00000098824	cdh22	ENSDARP00000139618
ENSDARG00000110005		ENSDARP00000146014
ENSDARG00000076373	vopp1b	ENSDARP00000102467
ENSDARG00000075608	mical2a	ENSDARP00000128213
ENSDARG00000075608	mical2a	ENSDARP00000077114
ENSDARG00000075608	mical2a	ENSDARP00000157518
ENSDARG00000104217	gpc2	ENSDARP00000136688
ENSDARG00000114419	dap	ENSDARP00000151871
ENSDARG00000113114		ENSDARP00000148177
ENSDARG00000086831	zmp:0000001228	ENSDARP00000111096
ENSDARG00000104185		ENSDARP00000133507
ENSDARG00000098826	plcl2	ENSDARP00000150800
ENSDARG00000098826	plcl2	ENSDARP00000146575
ENSDARG00000098826	plcl2	ENSDARP00000133245
ENSDARG00000098826	plcl2	ENSDARP00000144731
ENSDARG00000098826	plcl2	ENSDARP00000154054
ENSDARG00000111607	cxcr3.1	ENSDARP00000145364
ENSDARG00000111289		ENSDARP00000154174
ENSDARG00000117186		ENSDARP00000148734
ENSDARG00000061031	dner	ENSDARP00000132214
ENSDARG00000113767		ENSDARP00000148551
ENSDARG00000112288	noxa1	ENSDARP00000145628
ENSDARG00000105008	gpr171	ENSDARP00000140413
ENSDARG00000105008	gpr171	ENSDARP00000135394
ENSDARG00000102569	polr3a	ENSDARP00000139214
ENSDARG00000111908	taar13e	ENSDARP00000157526
ENSDARG00000030114	vps4a	ENSDARP00000042677
ENSDARG00000095217		ENSDARP00000069695
ENSDARG00000113848		ENSDARP00000146559
ENSDARG00000045888	acat1	ENSDARP00000133230
ENSDARG00000043518	si:dkey-239i20.2	ENSDARP00000142046
ENSDARG00000043518	si:dkey-239i20.2	ENSDARP00000063891
ENSDARG00000043518	si:dkey-239i20.2	ENSDARP00000106609
ENSDARG00000110902		ENSDARP00000154077
ENSDARG00000110902		ENSDARP00000149168
ENSDARG00000112049	cldn15a	ENSDARP00000150812
ENSDARG00000099645	zgc:153184	ENSDARP00000141630
ENSDARG00000099645	zgc:153184	ENSDARP00000134363
ENSDARG00000098070		ENSDARP00000131284
ENSDARG00000102334	si:ch211-124n19.2	ENSDARP00000131264
ENSDARG00000102334	si:ch211-124n19.2	ENSDARP00000139732
ENSDARG00000101776	syt12	ENSDARP00000141169
ENSDARG00000100599	c1s.1	ENSDARP00000135661
ENSDARG00000112108	pimr166	ENSDARP00000149974
ENSDARG00000108298		ENSDARP00000157676
ENSDARG00000098583	wbp1	ENSDARP00000134007
ENSDARG00000028306	prph	ENSDARP00000129087
ENSDARG00000028306	prph	ENSDARP00000108086
ENSDARG00000079508	fam114a2	ENSDARP00000120692
ENSDARG00000089844	scarb2c	ENSDARP00000110098
ENSDARG00000101888		ENSDARP00000138083
ENSDARG00000116988		ENSDARP00000157195
ENSDARG00000116988		ENSDARP00000150423
ENSDARG00000004898	zp2l2	ENSDARP00000065474
ENSDARG00000099362	ano1b	ENSDARP00000138978
ENSDARG00000111043		ENSDARP00000149478
ENSDARG00000111644		ENSDARP00000145435
ENSDARG00000054343	slc7a8b	ENSDARP00000070995
ENSDARG00000054343	slc7a8b	ENSDARP00000148437
ENSDARG00000010023		ENSDARP00000149191
ENSDARG00000010023		ENSDARP00000155630
ENSDARG00000010023		ENSDARP00000156828
ENSDARG00000010023		ENSDARP00000157353
ENSDARG00000010023		ENSDARP00000152009
ENSDARG00000010023		ENSDARP00000076364
ENSDARG00000116404		ENSDARP00000154157
ENSDARG00000017843	srsf1b	ENSDARP00000116886
ENSDARG00000114696		ENSDARP00000148075
ENSDARG00000074715	stk17a	ENSDARP00000067763
ENSDARG00000074376	mdga1	ENSDARP00000097773
ENSDARG00000104841		ENSDARP00000134233
ENSDARG00000079795	vstm5	ENSDARP00000100883
ENSDARG00000078938		ENSDARP00000099959
ENSDARG00000059090	sstr2a	ENSDARP00000076547
ENSDARG00000036282	rnaset2	ENSDARP00000141181
ENSDARG00000036282	rnaset2	ENSDARP00000111898
ENSDARG00000036282	rnaset2	ENSDARP00000156176
ENSDARG00000036282	rnaset2	ENSDARP00000144562
ENSDARG00000036282	rnaset2	ENSDARP00000132627
ENSDARG00000110050		ENSDARP00000155838
ENSDARG00000086114	adtrp	ENSDARP00000109901
ENSDARG00000105863		ENSDARP00000143282
ENSDARG00000079468	rhobtb1	ENSDARP00000156491
ENSDARG00000079468	rhobtb1	ENSDARP00000106826
ENSDARG00000114748		ENSDARP00000145624
ENSDARG00000111190		ENSDARP00000148957
ENSDARG00000100635	chia.1	ENSDARP00000148464
ENSDARG00000100635	chia.1	ENSDARP00000139296
ENSDARG00000113643	ralbb	ENSDARP00000156440
ENSDARG00000111781		ENSDARP00000147315
ENSDARG00000116249		ENSDARP00000146585
ENSDARG00000111939	atf4a	ENSDARP00000145766
ENSDARG00000084014	5S_rRNA	
ENSDARG00000115567		ENSDARP00000146338
ENSDARG00000113380		ENSDARP00000155572
ENSDARG00000074732		ENSDARP00000103486
ENSDARG00000105051	5S_rRNA	
ENSDARG00000079534	zgc:173545	ENSDARP00000135022
ENSDARG00000113766		ENSDARP00000147818
ENSDARG00000070676	ifnphi3	ENSDARP00000150545
ENSDARG00000070676	ifnphi3	ENSDARP00000148917
ENSDARG00000070676	ifnphi3	ENSDARP00000108994
ENSDARG00000070676	ifnphi3	ENSDARP00000147725
ENSDARG00000102758		ENSDARP00000132623
ENSDARG00000086903	gig2o	ENSDARP00000108924
ENSDARG00000088792	5S_rRNA	
ENSDARG00000086271	acyp2	ENSDARP00000104873
ENSDARG00000105007	aqp1l	ENSDARP00000135059
ENSDARG00000105007	aqp1l	ENSDARP00000145003
ENSDARG00000117102		ENSDARP00000156992
ENSDARG00000081824	5S_rRNA	
ENSDARG00000100833	ctslb.4	ENSDARP00000099688
ENSDARG00000109823	pdxp	ENSDARP00000151067
ENSDARG00000109043	5S_rRNA	
ENSDARG00000116409		ENSDARP00000150684
ENSDARG00000113576		ENSDARP00000152369
ENSDARG00000106762	5S_rRNA	
ENSDARG00000116758	c16h2orf66	ENSDARP00000148029
ENSDARG00000107029	5S_rRNA	
ENSDARG00000078525	noctb	ENSDARP00000099045
ENSDARG00000113841		ENSDARP00000149234
ENSDARG00000011490	scube3	ENSDARP00000146854
ENSDARG00000011490	scube3	ENSDARP00000093653
ENSDARG00000060127	adamts3	ENSDARP00000078846
ENSDARG00000105169	SCARNA14	
ENSDARG00000057090	zmp:0000001103	ENSDARP00000074138
ENSDARG00000099913	snrnp35	ENSDARP00000135151
ENSDARG00000109999	5S_rRNA	
ENSDARG00000117206	U1	
ENSDARG00000109391		ENSDARP00000155826
ENSDARG00000109391		ENSDARP00000148683
ENSDARG00000061638	dcakd	ENSDARP00000082563
ENSDARG00000113445	U1	
ENSDARG00000015482	zgc:113518	ENSDARP00000033134
ENSDARG00000015482	zgc:113518	ENSDARP00000108035
ENSDARG00000015482	zgc:113518	ENSDARP00000153766
ENSDARG00000109918	5S_rRNA	
ENSDARG00000116039	pnmt	ENSDARP00000148590
ENSDARG00000044406	lurap1	ENSDARP00000151745
ENSDARG00000110736		ENSDARP00000154209
ENSDARG00000109974	tmem186	ENSDARP00000156317
ENSDARG00000084766	5S_rRNA	
ENSDARG00000105268	5S_rRNA	
ENSDARG00000101285	anapc15	ENSDARP00000139654
ENSDARG00000101285	anapc15	ENSDARP00000143478
ENSDARG00000101285	anapc15	ENSDARP00000148848
ENSDARG00000076339	cln5	ENSDARP00000097549
ENSDARG00000115599	5S_rRNA	
ENSDARG00000111227		ENSDARP00000148671
ENSDARG00000112391	dcph1	ENSDARP00000149732
ENSDARG00000112008	5S_rRNA	
ENSDARG00000044767	tspan10	ENSDARP00000065804
ENSDARG00000099226	ppp1cc	ENSDARP00000141959
ENSDARG00000101017		ENSDARP00000135420
ENSDARG00000101017		ENSDARP00000146579
ENSDARG00000101017		ENSDARP00000152668
ENSDARG00000101017		ENSDARP00000155221
ENSDARG00000101017		ENSDARP00000147147
ENSDARG00000101017		ENSDARP00000154668
ENSDARG00000088117	fut8b	ENSDARP00000106843
ENSDARG00000115905	5S_rRNA	
ENSDARG00000100407	si:ch211-166e11.5	ENSDARP00000130036
ENSDARG00000100407	si:ch211-166e11.5	ENSDARP00000140197
ENSDARG00000099890		ENSDARP00000139487
ENSDARG00000085584	5S_rRNA	
ENSDARG00000109260	5S_rRNA	
ENSDARG00000022512	zgc:109913	ENSDARP00000033310
ENSDARG00000022512	zgc:109913	ENSDARP00000152839
ENSDARG00000114981		ENSDARP00000150703
ENSDARG00000088232	shisa2b	ENSDARP00000105651
ENSDARG00000115523		ENSDARP00000156990
ENSDARG00000109896	U1	
ENSDARG00000112488	5S_rRNA	
ENSDARG00000115046	5S_rRNA	
ENSDARG00000023759	zgc:73226	ENSDARP00000037307
ENSDARG00000112843		ENSDARP00000150192
ENSDARG00000099034	unc5a	ENSDARP00000139881
ENSDARG00000108269	5S_rRNA	
ENSDARG00000096602	si:ch1073-357b18.4	ENSDARP00000126825
ENSDARG00000109934		ENSDARP00000146101
ENSDARG00000103854	pdlim7	ENSDARP00000140242
ENSDARG00000087754	5S_rRNA	
ENSDARG00000099743	zgc:113019	ENSDARP00000132897
ENSDARG00000112729	5S_rRNA	
ENSDARG00000101011	5S_rRNA	
ENSDARG00000100498		ENSDARP00000132439
ENSDARG00000115495	U3	
ENSDARG00000114464	5S_rRNA	
ENSDARG00000100264	thumpd1	ENSDARP00000134792
ENSDARG00000100264	thumpd1	ENSDARP00000137533
ENSDARG00000041299	msi1a	ENSDARP00000060531
ENSDARG00000113603	pfdn5	ENSDARP00000155782
ENSDARG00000107258	5S_rRNA	
ENSDARG00000114930	U6	
ENSDARG00000006757	klhl41b	ENSDARP00000012238
ENSDARG00000110249	U6	
ENSDARG00000116871		ENSDARP00000149216
ENSDARG00000079626	elf2b	ENSDARP00000094160
ENSDARG00000079626	elf2b	ENSDARP00000019238
ENSDARG00000079626	elf2b	ENSDARP00000154068
ENSDARG00000109914		ENSDARP00000154698
ENSDARG00000083885	ACA64	
ENSDARG00000113295		ENSDARP00000157020
ENSDARG00000111835	5S_rRNA	
ENSDARG00000112956		ENSDARP00000134864
ENSDARG00000082384	U7	
ENSDARG00000115602		ENSDARP00000147609
ENSDARG00000111704		ENSDARP00000157438
ENSDARG00000115354	5S_rRNA	
ENSDARG00000103983	slc30a10	ENSDARP00000132768
ENSDARG00000079469	trpc7b	ENSDARP00000136877
ENSDARG00000111955	U6	
ENSDARG00000104896	U6	
ENSDARG00000087525		ENSDARP00000106046
ENSDARG00000087525		ENSDARP00000144885
ENSDARG00000114517	U6	
ENSDARG00000079634	filip1b	ENSDARP00000103124
ENSDARG00000108789	5S_rRNA	
ENSDARG00000111929	pou4f4	ENSDARP00000149789
ENSDARG00000078135	mrc2	ENSDARP00000144542
ENSDARG00000081218	5_8S_rRNA	
ENSDARG00000111126		ENSDARP00000149512
ENSDARG00000081937	SNORA32	
ENSDARG00000080424	SNORD88	
ENSDARG00000076763	sp2	ENSDARP00000098588
ENSDARG00000099236	septin10	ENSDARP00000139839
ENSDARG00000115408	msrb1b	ENSDARP00000145590
ENSDARG00000092671		ENSDARP00000137122
ENSDARG00000111163	Metazoa_SRP	
ENSDARG00000113283	U6	
ENSDARG00000089463	dhx58	ENSDARP00000110039
ENSDARG00000089463	dhx58	ENSDARP00000147351
ENSDARG00000115220		ENSDARP00000149793
ENSDARG00000032929	cryba1l1	ENSDARP00000142305
ENSDARG00000032929	cryba1l1	ENSDARP00000047524
ENSDARG00000115144	nitr1b	ENSDARP00000092743
ENSDARG00000109244	U6	
ENSDARG00000073933	gareml	ENSDARP00000128260
ENSDARG00000110416		
ENSDARG00000080038	mirlet7d-2	
ENSDARG00000107858		ENSDARP00000144326
ENSDARG00000082467	mir142b	
ENSDARG00000083537	mir133b	
ENSDARG00000110439	ap1s3a	ENSDARP00000136890
ENSDARG00000070122	stk11ip	ENSDARP00000119375
ENSDARG00000070122	stk11ip	ENSDARP00000134690
ENSDARG00000111968		ENSDARP00000147283
ENSDARG00000111968		ENSDARP00000154196
ENSDARG00000111433		ENSDARP00000151536
ENSDARG00000073860	gas2l2	ENSDARP00000097754
ENSDARG00000111743		ENSDARP00000153246
ENSDARG00000104134		ENSDARP00000150955
ENSDARG00000100162		ENSDARP00000133180
ENSDARG00000076624	ptprb	ENSDARP00000143178
ENSDARG00000076624	ptprb	ENSDARP00000139766
ENSDARG00000115229		ENSDARP00000149238
ENSDARG00000116186	gnrh2	ENSDARP00000149594
ENSDARG00000100475	fgf10b	ENSDARP00000140311
ENSDARG00000100475	fgf10b	ENSDARP00000147637
ENSDARG00000061049	rnf182	ENSDARP00000081081
ENSDARG00000100484		ENSDARP00000135517
ENSDARG00000116690		ENSDARP00000146640
ENSDARG00000099761	vox	ENSDARP00000131684
ENSDARG00000099761	vox	ENSDARP00000145019
ENSDARG00000114629	hspa9	ENSDARP00000150302
ENSDARG00000110240	kctd14	ENSDARP00000151303
ENSDARG00000098478		ENSDARP00000132665
ENSDARG00000109224	zgc:103692	ENSDARP00000146028
ENSDARG00000109465	rab11a	ENSDARP00000141150
ENSDARG00000109289	mrps15	ENSDARP00000147803
ENSDARG00000106112		ENSDARP00000143848
ENSDARG00000116321		ENSDARP00000152645
ENSDARG00000116321		ENSDARP00000151061
ENSDARG00000038006	osr2	ENSDARP00000055394
ENSDARG00000038006	osr2	ENSDARP00000146708
ENSDARG00000103312		ENSDARP00000139772
ENSDARG00000113245		ENSDARP00000150970
ENSDARG00000114063	parm1	ENSDARP00000145679
ENSDARG00000039750	ldlrap1b	ENSDARP00000058092
ENSDARG00000116849		ENSDARP00000156180
ENSDARG00000113496		ENSDARP00000156033
ENSDARG00000063211	exoc8	ENSDARP00000111214
ENSDARG00000099759		ENSDARP00000131089
ENSDARG00000099197	actc1b	ENSDARP00000130083
ENSDARG00000099197	actc1b	ENSDARP00000066429
ENSDARG00000116802	nanos2	ENSDARP00000157019
ENSDARG00000079914	stoml3a	ENSDARP00000107042
ENSDARG00000115484		ENSDARP00000151711
ENSDARG00000115484		ENSDARP00000068697
ENSDARG00000115484		ENSDARP00000152205
ENSDARG00000078494	adamts14	ENSDARP00000100355
ENSDARG00000110836	tmem14ca	ENSDARP00000152761
ENSDARG00000093198	c3a.4	ENSDARP00000117916
ENSDARG00000103576	ephb3b	ENSDARP00000140419
ENSDARG00000059891		ENSDARP00000150320
ENSDARG00000059891		ENSDARP00000078223
ENSDARG00000110880		ENSDARP00000148122
ENSDARG00000116896		ENSDARP00000145423
ENSDARG00000023185	apold1a	ENSDARP00000033191
ENSDARG00000104126	ccpg1	ENSDARP00000137001
ENSDARG00000108060		ENSDARP00000143285
ENSDARG00000100339	arf4b	ENSDARP00000130845
ENSDARG00000104587	srlb	ENSDARP00000153671
ENSDARG00000104587	srlb	ENSDARP00000138572
ENSDARG00000079160	srxn1	ENSDARP00000101629
ENSDARG00000110422		ENSDARP00000150651
ENSDARG00000109925		ENSDARP00000152516
ENSDARG00000117127		ENSDARP00000150657
ENSDARG00000055715	capn8	ENSDARP00000135623
ENSDARG00000055715	capn8	ENSDARP00000122183
ENSDARG00000111600		ENSDARP00000144955
ENSDARG00000092716		ENSDARP00000114200
ENSDARG00000038089		ENSDARP00000055527
ENSDARG00000114166		ENSDARP00000149316
ENSDARG00000113664		ENSDARP00000149739
ENSDARG00000116700		ENSDARP00000152550
ENSDARG00000073913	pimr213	ENSDARP00000105861
ENSDARG00000069327	nkx3.3	ENSDARP00000107444
ENSDARG00000069327	nkx3.3	ENSDARP00000152278
ENSDARG00000103837		ENSDARP00000139186
ENSDARG00000115781		ENSDARP00000157157
ENSDARG00000109561		ENSDARP00000157360
ENSDARG00000098660		ENSDARP00000136447
ENSDARG00000030213	sap30l	ENSDARP00000028875
ENSDARG00000098241	fanca	ENSDARP00000137880
ENSDARG00000098241	fanca	ENSDARP00000134697
ENSDARG00000112755		ENSDARP00000145350
ENSDARG00000013072	mmp15b	ENSDARP00000004149
ENSDARG00000102111	zbtb49	ENSDARP00000136624
ENSDARG00000100955	stk24a	ENSDARP00000131358
ENSDARG00000109397		ENSDARP00000147546
ENSDARG00000114338	tpbg1a	ENSDARP00000146517
ENSDARG00000114338	tpbg1a	ENSDARP00000157507
ENSDARG00000114546	cisd1	ENSDARP00000157416
ENSDARG00000112136		ENSDARP00000153311
ENSDARG00000110266		ENSDARP00000036958
ENSDARG00000110788		ENSDARP00000151704
ENSDARG00000078399	acsl2	ENSDARP00000053749
ENSDARG00000033955		ENSDARP00000062414
ENSDARG00000110498		ENSDARP00000155658
ENSDARG00000102888	gpr39	ENSDARP00000138882
ENSDARG00000102888	gpr39	ENSDARP00000141792
ENSDARG00000042811	fgf1b	ENSDARP00000062835
ENSDARG00000106564	eys	ENSDARP00000144515
ENSDARG00000075165	zc3h6	ENSDARP00000103811
ENSDARG00000038398	pmm1	ENSDARP00000056034
ENSDARG00000052374	faf2	ENSDARP00000033367
ENSDARG00000098919	smarcc1b	ENSDARP00000131040
ENSDARG00000115521		ENSDARP00000148892
ENSDARG00000115521		ENSDARP00000145866
ENSDARG00000115521		ENSDARP00000065780
ENSDARG00000110183		ENSDARP00000145770
ENSDARG00000112795		ENSDARP00000148357
ENSDARG00000112795		ENSDARP00000147498
ENSDARG00000095067		ENSDARP00000114422
ENSDARG00000115954		ENSDARP00000150353
ENSDARG00000062552	lpar6a	ENSDARP00000085057
ENSDARG00000062552	lpar6a	ENSDARP00000155212
ENSDARG00000103720	zgc:162730	ENSDARP00000130390
ENSDARG00000079089	fbxw8	ENSDARP00000101492
ENSDARG00000053859	ism2b	ENSDARP00000070453
ENSDARG00000009653	lhfpl2a	ENSDARP00000126075
ENSDARG00000009653	lhfpl2a	ENSDARP00000126208
ENSDARG00000106914	pth4	ENSDARP00000144118
ENSDARG00000060705	nsd1b	ENSDARP00000106822
ENSDARG00000060705	nsd1b	ENSDARP00000122231
ENSDARG00000100819		ENSDARP00000140301
ENSDARG00000078888	iqgap1	ENSDARP00000098704
ENSDARG00000112576		ENSDARP00000148079
ENSDARG00000091059	onecut3b	ENSDARP00000110548
ENSDARG00000045006	ptprga	ENSDARP00000086984
ENSDARG00000098601	ora1	ENSDARP00000135478
ENSDARG00000015627	rgs6	ENSDARP00000145833
ENSDARG00000015627	rgs6	ENSDARP00000119214
ENSDARG00000100642	plppr1	ENSDARP00000141852
ENSDARG00000109530	U1	
ENSDARG00000002798	cog8	ENSDARP00000008507
ENSDARG00000111797		ENSDARP00000157030
ENSDARG00000098328	5S_rRNA	
ENSDARG00000112454		ENSDARP00000149845
ENSDARG00000112454		ENSDARP00000149119
ENSDARG00000112454		ENSDARP00000147559
ENSDARG00000110388		ENSDARP00000148124
ENSDARG00000086539		ENSDARP00000111201
ENSDARG00000098888		ENSDARP00000135484
ENSDARG00000059411	impa2	ENSDARP00000076958
ENSDARG00000109800		ENSDARP00000153533
ENSDARG00000109438		ENSDARP00000155840
ENSDARG00000115228		ENSDARP00000145964
ENSDARG00000099944	5S_rRNA	
ENSDARG00000102861	lmf1	ENSDARP00000131573
ENSDARG00000113124		ENSDARP00000147947
ENSDARG00000036974	ripply3	ENSDARP00000053701
ENSDARG00000080225	5S_rRNA	
ENSDARG00000059714	arsk	ENSDARP00000077752
ENSDARG00000101990		ENSDARP00000135621
ENSDARG00000102869	5S_rRNA	
ENSDARG00000029252	ssb	ENSDARP00000041626
ENSDARG00000029252	ssb	ENSDARP00000151284
ENSDARG00000113943		ENSDARP00000150409
ENSDARG00000114202		ENSDARP00000147443
ENSDARG00000111295		ENSDARP00000151677
ENSDARG00000083421	5S_rRNA	
ENSDARG00000113965		ENSDARP00000149885
ENSDARG00000109804		ENSDARP00000156957
ENSDARG00000110699	nitr9	ENSDARP00000154747
ENSDARG00000110699	nitr9	ENSDARP00000156972
ENSDARG00000110699	nitr9	ENSDARP00000146580
ENSDARG00000098935	bxdc2	ENSDARP00000130248
ENSDARG00000098135	stk40	ENSDARP00000130758
ENSDARG00000098135	stk40	ENSDARP00000152314
ENSDARG00000102798	mcm2	ENSDARP00000133012
ENSDARG00000074287	sptlc2b	ENSDARP00000103258
ENSDARG00000084127	5S_rRNA	
ENSDARG00000076861	tmem79b	ENSDARP00000101913
ENSDARG00000114277	U1	
ENSDARG00000078394	wu:fi09b08	ENSDARP00000058424
ENSDARG00000115465		ENSDARP00000146654
ENSDARG00000115048		ENSDARP00000145987
ENSDARG00000115850		ENSDARP00000150724
ENSDARG00000115850		ENSDARP00000144716
ENSDARG00000115850		ENSDARP00000149100
ENSDARG00000115850		ENSDARP00000151895
ENSDARG00000115850		ENSDARP00000156522
ENSDARG00000112781		ENSDARP00000152771
ENSDARG00000089959		ENSDARP00000111819
ENSDARG00000116250		ENSDARP00000131726
ENSDARG00000113973	U1	
ENSDARG00000110346		ENSDARP00000149669
ENSDARG00000104985		ENSDARP00000130794
ENSDARG00000104985		ENSDARP00000139634
ENSDARG00000104985		ENSDARP00000131971
ENSDARG00000104985		ENSDARP00000138896
ENSDARG00000104985		ENSDARP00000152005
ENSDARG00000110108		ENSDARP00000084352
ENSDARG00000110108		ENSDARP00000001051
ENSDARG00000114403		ENSDARP00000144831
ENSDARG00000109944		ENSDARP00000134137
ENSDARG00000109944		ENSDARP00000152263
ENSDARG00000103007	rps3	ENSDARP00000153775
ENSDARG00000103007	rps3	ENSDARP00000132180
ENSDARG00000084202	5S_rRNA	
ENSDARG00000115104	5S_rRNA	
ENSDARG00000111924		ENSDARP00000147342
ENSDARG00000114101	U1	
ENSDARG00000063313	plbd1a	ENSDARP00000086825
ENSDARG00000110654		ENSDARP00000149987
ENSDARG00000110654		ENSDARP00000155012
ENSDARG00000110654		ENSDARP00000137632
ENSDARG00000112661	or41a1	ENSDARP00000154988
ENSDARG00000098690	5S_rRNA	
ENSDARG00000082491	5S_rRNA	
ENSDARG00000076559	rb1cc1	ENSDARP00000097746
ENSDARG00000110571	kcnk18	ENSDARP00000146457
ENSDARG00000098105	tmem106c	ENSDARP00000131438
ENSDARG00000037619	gna12b	ENSDARP00000054786
ENSDARG00000023713	aqp1a.1	ENSDARP00000036702
ENSDARG00000053810	hnrnpc	ENSDARP00000070385
ENSDARG00000083894	SNORA65	
ENSDARG00000081971	5S_rRNA	
ENSDARG00000116240		ENSDARP00000154213
ENSDARG00000104077	fcer1gl	ENSDARP00000138993
ENSDARG00000108019	5S_rRNA	
ENSDARG00000116234	U1	
ENSDARG00000084287	5S_rRNA	
ENSDARG00000102665	cabz01033180.1	ENSDARP00000144646
ENSDARG00000102665	cabz01033180.1	ENSDARP00000146582
ENSDARG00000102665	cabz01033180.1	ENSDARP00000148603
ENSDARG00000102665	cabz01033180.1	ENSDARP00000131251
ENSDARG00000099553	U1	
ENSDARG00000081256	5S_rRNA	
ENSDARG00000007130	mrto4	ENSDARP00000002982
ENSDARG00000109894	U1	
ENSDARG00000057408		ENSDARP00000074522
ENSDARG00000109562		ENSDARP00000066196
ENSDARG00000109562		ENSDARP00000136046
